"","Sexo","Cor","Idade","Fez curso de magistério","Instituição de magistério","Possui graduação","Tipo de graduação","Instituição de graduação","Tempo de docência na educação privada","Tempo de docência na educação pública","Possui especialização Latu Sensus","Instituição do Latu Sensus","Tipo do Latu Sensus","Possui mestrado","Instituição do mestrado","Tipo do mestrado","Possui doutorado","Instituição do doutorado","Tipo do doutorado","Possui pós-doutorado","Instituição do pós-doutorado","Tipo do pós-doutorado","Possui pós-doutorado em outra área","Tempo de docência no SEEDF","Coordenação regional de ensino","Modalidade de ensino atual","Vínculo institucional no SEEDF","Professor readaptado","Realizou alguns dos cursos das oficinas pedagógicas da SEEDF","Oficina pedagógica em que está realizando o curso","Curso realizado atualmente","Tempo em que participa do curso","Principais razões em fazer o curso","Referências utilizadas","O que representa a ludicidade","Significado de ser professor cursista","Principais razões em fazer o curso.1","Atividades que contribuiram para o trabalho docente"
"11","Feminino","Parda","De 30 a 39 anos","Não","Não cursei","Sim","Pedagogia ","Pública","De 6 a 10 anos","Até 5 anos","Não","Não cursei","Não cursei","Não","Não cursei","Não cursei","Não cursei","Não","Não cursei","Não cursei","Não","Não cursei","Não cursei ","De 1 a 5 anos","CRE Brazlândia","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Contrato Temporário - Atividades","Não","Não","CVLOP Brazlândia","Contação de história ","Menos de 1 ano","Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","Vygotsky, Guilherme Augusto Araújo e Fabiano Moraes","Uma nova proposta de educação, recursos mais atrativos para sala de aula","Buscar conhecimento e compartilhar experiência ","Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","A proposição de estratégias lúdicas para a sala de aula.;O debate sobre a relevância da ludicidade para a sala de aula.;Os recursos produzidos para dinamizarem os conteúdos mais densos das minhas aulas.;O resgate da alegria de aprender e ensinar.;A oportunidade de confeccionar jogos.;A possibilidade de compreender os processos de ensinar e aprender a partir da ludicidade.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"12","Feminino","Parda","De 40 a 49 anos","Sim","Pública","Sim","Pedagogia ","Pública","Não atuei","De 26 a 30 anos","Sim","Particular","Alfabetizacao ","Não","Não cursei","Não cursei","Nao cursei","Não","Não cursei","Nao cursei","Não","Não cursei","Nao cursei","De 26 a 30 anos","CRE Brazlândia","Educação do Campo","Professor Efetivo - Atividades","Sim","Sim","CVLOP Brazlândia","Contação de histórias ","De 16 a 20 anos","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Pela necessidade de cumprir uma carga horária de formação continuada para avançar nas etapas do Plano de Carreira.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.;Por incentivo dos/das colegas que já conhecem os cursos de formação continuada das Oficinas Pedagógicas.","Quase todos relacionados a pratica pedogogica. De Piaget à Vigostky","Uma forma de poder ensinar cm maestria os conteúdos, para q nao fique monótono as aulas","Uma oportunidade de crescimento das minhas práticas pedagogicas.","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Pela necessidade de cumprir uma carga horária de formação continuada para avançar nas etapas do Plano de Carreira.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.;Por incentivo dos/das colegas que já conhecem os cursos de formação continuada das Oficinas Pedagógicas.","A produção de materiais diversos.;A proposição de estratégias lúdicas para a sala de aula.;O debate sobre a relevância da ludicidade para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;Os recursos produzidos para dinamizarem os conteúdos mais densos das minhas aulas.;O resgate da alegria de aprender e ensinar.;A oportunidade de confeccionar jogos.;A possibilidade de compreender os processos de ensinar e aprender a partir da ludicidade.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"13","Feminino","Branca","De 40 a 49 anos","Sim","Pública","Sim","Letras Português e Literaturas de Língua Portuguesa ","Particular","De 1 a 5 anos","De 16 a 20 anos","Sim","Particular","Educação Infantil com ênfase em alfabetização ","Não","Não cursei","Não cursei","Não se aplica","Não","Não cursei","Não se aplica","Não","Não cursei","Não se aplica","De 16 a 20 anos","CRE Taguatinga","Educação Básica - Educação Infantil","Professor Efetivo - Área Específica","Não","Não","CVLOP Taguatinga","A Arte de contar histórias","De 6 a 10 anos","Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.","Vygotsky, Piaget.","Uma oportunidade de alcançar as crianças na forma que elas melhor aprendem: brincando e de propor atividades lúdicas para o alcance dos objetivos de forma mais prazerosa.","Uma oportunidade de melhorar como docente a cada dia.","Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.","A produção de materiais diversos.;A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas."
"14","Feminino","Branca","De 40 a 49 anos","Não","Não cursei","Sim","Cursei Licenciatura Plena em Educação Física","Particular","Não atuei","De 11 a 15 anos","Sim","Particular","Cursei Fisiologia do Exercício","Não","Não cursei","Não cursei","Não cursei Mestrado","Não","Não cursei","Não cursei Doutorado","Não","Não cursei","Não cursei Pós Doutorado","De 11 a 15 anos","CRE Taguatinga","Educação Básica - Ensino Fundamental / Anos Finais","Professor Efetivo - Área Específica","Não","Não","CVLOP Taguatinga","A Arte de contar Histórias, revivendo memórias!","Menos de 1 ano","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.","Estou no início do Curso e ainda não li algo referente ao tema.","Representa uma forma mais explicativa e divertida no processo de ensino aprendizagem, tem como objetivo facilitar a compreensão, por parte do aluno, do conteúdo ministrado, proporcionar ao aluno o senso crítico em suas variadas formas: oral, escrita, gestual.","a oportunidade de ampliar possibilidades no processo de ensino aprendizagem.","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.","A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"15","Feminino","Branca","De 25 a 29 anos","Não","Não cursei","Sim","Pedagogia e Língua francesa e suas respectivas literaturas","Pública","Menos de 1 ano","Até 5 anos","Não","Não cursei","nao","Não","Não cursei","Não cursei","nao","Não","Não cursei","nao","Não","Não cursei","nao","De 1 a 5 anos","CRE Sobradinho","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Contrato Temporário - Atividades","Não","Não","CVLOP Sobradinho","Arte de contar histórias 1: tecendo memórias","Menos de 1 ano","Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.","Ainda não vi","Envolver o alunos de forma mais produtiva e envolvente, chamar a atenção do aluno, sair da mesmice.","prazeroso e gratificante para meu crescimento profissional.","Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.","A proposição de estratégias lúdicas para a sala de aula.;O debate sobre a relevância da ludicidade para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas."
"16","Feminino","Branca","De 50 a 54 anos","Não","Não cursei","Sim","Pedagogia","Particular","De 1 a 5 anos","De 11 a 15 anos","Estou cursando Especialização Latu Sensu","Particular","Educação infantil. Educação Especial.","Não","Não cursei","Não cursei","Nao","Não","Não cursei","Gggggg","Não","Não cursei","Tgd","De 6 a 10 anos","CRE Brazlândia","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Contrato Temporário - Atividades","Não","Sim","CVLOP Brazlândia","Contaçao de história.","Menos de 1 ano","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.","Piaget","Dinamismo. Alegria. Aprender o que a faculdade não ensinou.","Alegria.","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.","A produção de materiais diversos.;A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"17","Feminino","Parda","De 40 a 49 anos","Sim","Pública","Sim","Pedagogia ","Particular","Menos de 1 ano","Até 5 anos","Não","Não cursei",".","Não","Não cursei","Não cursei",".","Não","Não cursei",".","Não","Não cursei",".","De 1 a 5 anos","CRE Guará","Educação Especial","Professor Contrato Temporário - Atividades","Não","Não","CVLOP Guará","Scrapbook , recorte aqui cole acolá ","De 1 a 5 anos","Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","Piaget, Vigotsk ","A possibilidade de compreender os processos de ensinar e aprender","Sempre aprender algo novo ","Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","A produção de materiais diversos.;A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas."
"18","Feminino","Branca","55 anos ou mais","Não","Não cursei","Sim","Pedagogia ","Pública","Não atuei","De 16 a 20 anos","Sim","Pública"," Avaliação na Educação Infantil ","Não","Não cursei","Não cursei","Não ","Não","Não cursei","Não ","Não","Não cursei","Não ","De 16 a 20 anos","CRE Guará","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Efetivo - Atividades","Sim","Sim","CVLOP Guará","Recorte aqui cole acolá Scrapbook no ensinar","De 16 a 20 anos","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","...","Prazer no aprender","Prazer no aprender","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","O debate sobre a relevância da ludicidade para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;O resgate da alegria de aprender e ensinar."
"19","Feminino","Parda","De 40 a 49 anos","Não","Não cursei","Sim","Pedagogia ","Pública","De 1 a 5 anos","De 11 a 15 anos","Sim","Particular","Orientação Educacional","Não","Não cursei","Não cursei","Não estou cursando ","Não","Não cursei","Não estou cursando","Não","Não cursei","Não estou cursando","De 6 a 10 anos","CRE Sobradinho","Educação Básica - Educação Infantil","Professor Efetivo - Atividades","Não","Sim","CVLOP Sobradinho","Arte de contar histórias","De 1 a 5 anos","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.","Luckesi; Vygotsky; Sant´Anna; Bacelar...","Representa levar para sala de aula, meios que possibilitem meus alunos aprenderem de forma prazerosa e significativa.","É proporcionar conhecimentos, para a melhoria do meu fazer pedagógico em sala de aula. É adquirir conhecimentos que ajudarão na minha prática como educadora e consequentemente, levar aos meus alunos uma educação de qualidade, que os façam aprender e se desenvolver.","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.","A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;A possibilidade de compreender os processos de ensinar e aprender a partir da ludicidade.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"20","Feminino","Parda","De 30 a 39 anos","Não","Não cursei","Sim","PEDAGOGIA","Particular","Não atuei","De 6 a 10 anos","Sim","Particular","ALFABETIZAÇÃO E LETRAMENTO NOS ANOS INICIAIS DO ENSINO FUNDAMENTAL","Não","Não cursei","Não cursei","NÃO","Não","Não cursei","NÃO","Não","Não cursei","NÃO","De 6 a 10 anos","CRE Gama","Educação Básica - Educação Infantil","Professor Efetivo - Atividades","Não","Não","CVLOP Gama","A ARTE DE CONTAR HISTÓRIAS - TECENDO MEMÓRIAS","Menos de 1 ano","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.","NÃO IDENTIFIQUEI NENHUM.","O REGASTE DA CRIATIVIDADE E A LEVEZA DE CONTINUAR APRENDENDO A SER COMO UMA CRIANÇA.","SER UMA ETERNA APRENDIZ.","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.","A produção de materiais diversos.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;A possibilidade de compreender os processos de ensinar e aprender a partir da ludicidade."
"21","Feminino","Parda","De 30 a 39 anos","Não","Não cursei","Sim","Pedagogia","Particular","Não atuei","De 6 a 10 anos","Estou cursando Especialização Latu Sensu","Pública","Cursei Psicopedagoia e estou cursando Ensino de Matemática e Ciências para oEnsino Fundamental","Não","Não cursei","Não cursei","não cursei","Não","Não cursei","não cursei","Não","Não cursei","não cursei","De 6 a 10 anos","CRE Gama","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Efetivo - Atividades","Não","Sim","CVLOP Gama","A arte de contar histórias","De 6 a 10 anos","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","Jean Piaget; Maria Montessori; Carlos Cipriano Luckesi","Representa me apropriar de uma novos conhecimentos, e de ter sensibilidade de entender o aluno, do que ele gosta e como a ludicidade pode contribuir para o processo de ensino-aprendizagem.","ter em mãos novos aprendizados e diferentes recursos capazes de dinamizar as aulas, além de ter possibilidade de trocas produtivas com colegas. ","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;A possibilidade de compreender os processos de ensinar e aprender a partir da ludicidade.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"22","Feminino","Parda","De 25 a 29 anos","Não","Não cursei","Sim","Pedagogia ","Particular","Não atuei","Até 5 anos","Sim","Pública","Alfabetização e letramento, pedagogia hospitalar ","Não","Não cursei","Não cursei","Não cursei","Não","Não cursei","Não cursei","Não","Não cursei","Não cursei","De 1 a 5 anos","CRE Gama","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Contrato Temporário - Atividades","Não","Não","CVLOP Gama","Cotação de história ","Menos de 1 ano","Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.","Não identifiquei nenhum ","É muito importante pois o aluno não aprende de maneira monótona, mais de maneira divertida e assim leva o aluno a ter amor pelo aprendizado ","Maravilhoso, toda aula aprendo algo novo","Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.","A proposição de estratégias lúdicas para a sala de aula.;Os recursos produzidos para dinamizarem os conteúdos mais densos das minhas aulas.;O resgate da alegria de aprender e ensinar."
"23","Feminino","Parda","De 25 a 29 anos","Não","Não cursei","Sim","Pedagogia","Particular","Não atuei","Até 5 anos","Sim","Particular","Atendimento Educacional Especializado","Não","Não cursei","Não cursei",".","Não","Não cursei",".","Não","Não cursei",".","De 1 a 5 anos","CRE Santa Maria","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Contrato Temporário - Atividades","Não","Não","CVLOP Santa Maria","A Arte de Contar Histórias - Tecendo Memórias","Menos de 1 ano","Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.","Piaget, Vigotski","Significa aprender a metodologia de ensinar brincando, ensinar com a linguagem das crianças proporcionando aprendizado e alegria.","Além de prazeroso me proporciona recursos e atividades para pôr em prática na sala de aula.","Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.","A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"24","Feminino","Preta","De 40 a 49 anos","Não","Não cursei","Sim","Pedagogia.","Pública","De 1 a 5 anos","De 11 a 15 anos","Sim","Particular","Psicopedagogia, Educação Infantil e Alfabetização.","Não","Não cursei","Não cursei","Não.","Não","Não cursei","Não.","Não","Não cursei","Não.","De 11 a 15 anos","CRE Paranoá","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Efetivo - Atividades","Não","Sim","CVLOP Paranoá","A arte de contar histórias - tecendo memórias.","De 6 a 10 anos","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Por proporcionar momentos de partilha de experiências entre os professores em formação.","Vou citar o nome do último texto lido: Fanny Abramovich ","Vida!!!","saber que eu nunca sei tudo e que a minha formação necessita ser contínua.","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Por proporcionar momentos de partilha de experiências entre os professores em formação.","A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;O resgate da alegria de aprender e ensinar."
"25","Feminino","Preta","De 30 a 39 anos","Sim","Particular","Sim","Pedagogia e Psicologia (ambas concluídas)","Particular","Não atuei","De 6 a 10 anos","Sim","Particular","Gestão e Orientação Educacional e Ensino Especial e Educação Inclusiva","Não","Não cursei","Não cursei","Não Cursei","Não","Não cursei","Não cursei","Não","Não cursei","Não cursei","De 6 a 10 anos","CRE Sobradinho","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Efetivo - Atividades","Não","Não","CVLOP Sobradinho","A Arte de Contar Histórias","De 1 a 5 anos","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.","Emília Ferrero, Piaget, Vygotsky, Montessori, Freire","A principal ferramenta de repasse/troca de aprendizagens com as crianças","reciclagem, inovação e criatividade para uma atuação mais qualitativa.","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.","A produção de materiais diversos.;A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas."
"26","Feminino","Branca","De 40 a 49 anos","Não","Não cursei","Sim","Pedagogia - Orientação Educacional","Particular","De 1 a 5 anos","De 11 a 15 anos","Sim","Particular","Educação Infantil e Séries Iniciais","Não","Não cursei","Não cursei","Não cursei.","Não","Não cursei","Não cursei","Não","Não cursei","Não cursei.","De 11 a 15 anos","CRE Paranoá","Educação Básica - Educação Infantil","Professor Contrato Temporário - Atividades","Não","Sim","CVLOP Paranoá","A Arte de Contar Histórias","De 6 a 10 anos","Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.","Piaget, Vygotsky, Luckesi, Wallon.","Fator relevante para atuação e prática em sala de aula e espaços da escola.","Uma honra. Uma oportunidade divina. Por compartilhar, vivenciar e aprender novos saberes tão ricos com professores capacitados e dedicados, que têm me motivado a cada quinta participar com alegria do curso e que tem me dado a oportunidade de enriquecer minhas aulas ","Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.","A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;A possibilidade de compreender os processos de ensinar e aprender a partir da ludicidade."
"27","Feminino","Parda","De 30 a 39 anos","Não","Não cursei","Sim","Pedagogia","Particular","Menos de 1 ano","De 6 a 10 anos","Sim","Particular","Orientação e Gestão Escolar","Não","Não cursei","Não cursei","Nao cursei","Não","Não cursei","Nao cursei","Não","Não cursei","Nao cursei","De 6 a 10 anos","CRE Sobradinho","Educação Básica - Educação Infantil","Professor Efetivo - Atividades","Não","Sim","CVLOP Sobradinho","A Arte de Contar Histórias ","De 1 a 5 anos","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","Vygotsky, Friedman, Piaget, Rego e outros...","A ludicidade é um aspecto muito importante na formação docente do indivíduo... Falando da criança, sabemos que o lúdico deve sempre estar presente em sua vida, pois é através disso que ela se desenvolve. A criança precisa brincar para poder crescer.","É investir na qualidade das aulas que quero oferecer aos meus alunos.
É também estar sempre atualizada e disposta a entregar o melhor aos meus alunos.","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
